index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,E1,E2,E3,E4,E5,E6,R1,R2,R3,R4,R5,R6,Total_weight
5713,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.99555,0.962218,0.973847,0.992881,0.991934,0.974818,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5714,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.931105,0.96981,0.951742,0.961777,0.931105,0.961777,1.0,0.28407480778,1.0,1.0,1.0,1.0,33.127428251
5715,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.985572,0.993382,0.982786,0.944186,0.985572,0.985572,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5716,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.950942,0.962036,0.967016,0.893651,0.966111,0.961077,1.0,1.0,0.9881,1.0,1.0,1.0,33.127428251
5717,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.974818,0.974818,0.973847,0.974818,0.986277,0.982786,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5718,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.974818,0.993382,0.991934,0.986277,0.991211,0.997289,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5719,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.933118,0.948743,0.893651,0.948018,0.893651,0.960242,1.0,0.9831024385,1.0,1.0,1.0,0.9952553704680001,33.127428251
5720,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.9609,0.951742,0.97005,0.950576,0.964211,0.948018,0.5162,1.0,1.0,1.0,1.0,1.0,33.127428251
5721,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.997804,0.978542,0.978542,0.944186,0.987636,0.944186,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5722,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.951742,0.972489,0.966982,0.933169,0.939434,0.963534,1.0,1.0,1.0,0.9243999999999999,0.6838,1.0,33.127428251
5723,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.918351,0.985572,0.944186,0.991934,0.991211,0.962218,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5724,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.997804,0.955505,0.978542,0.974818,0.997289,0.992881,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5725,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.959914,0.917568,0.944186,0.991211,0.991934,0.944186,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5726,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.919486,0.834088,0.939935,0.899682,0.963534,0.933169,1.0,0.9992,0.97043514863,0.8943000000000001,1.0,0.9244,33.127428251
5727,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.973145,0.933118,0.893651,0.933169,0.954951,0.97005,0.18040613402,1.0,1.0,0.9243999999999999,0.9622999999999999,1.0,33.127428251
5728,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.986277,0.99555,0.982786,0.992881,0.997804,0.997289,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5729,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.992881,0.955505,0.974818,0.973847,0.997804,0.997289,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5730,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.949756,0.933118,0.834088,0.962036,0.964211,0.929105,0.6073000000000001,1.0,0.9992000000000001,1.0,1.0,1.0,33.127428251
5731,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.985572,0.973847,0.997289,0.944186,0.991211,0.997804,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5732,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.961077,0.963534,0.939935,0.950576,0.864948,0.933118,1.0,1.0,0.97043514863,1.0,0.8992,1.0,33.127428251
5733,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.96981,0.954951,0.893651,0.8498,0.962272,0.96679,0.28407480778,0.9622999999999999,1.0,1.0,1.0,0.998801050579,33.127428251
5734,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.960242,0.937114,0.864948,0.970604,0.834088,0.960286,0.99525537047,1.0,0.8992,1.0,0.9992000000000001,1.0,33.127428251
5735,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.987636,0.985572,0.955505,0.986277,0.997804,0.973847,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5736,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.985572,0.997289,0.962218,0.99555,0.944186,0.997289,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5737,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.978542,0.944186,0.962218,0.99555,0.986277,0.99555,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5738,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.834088,0.954951,0.962272,0.939935,0.931105,0.966882,0.9992,0.9622999999999999,1.0,0.97043514863,1.0,1.0,33.127428251
5739,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.963534,0.962036,0.971489,0.964211,0.948743,0.97005,1.0,1.0,0.999936103,1.0,0.9831024385,1.0,33.127428251
5740,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.972489,0.949756,0.939935,0.893651,0.948018,0.948018,1.0,0.6073,0.97043514863,1.0,1.0,1.0,33.127428251
5741,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.955505,0.978542,0.99555,0.987636,0.987636,0.8775,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5742,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.933169,0.893651,0.96679,0.9609,0.950942,0.970604,0.9244,1.0,0.99880105058,0.5162,1.0,1.0,33.127428251
5743,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.974818,0.962218,0.992881,0.944186,0.955505,0.973847,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5744,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.964211,0.954951,0.919486,0.893651,0.961077,0.972589,1.0,0.9622999999999999,1.0,1.0,1.0,1.0,33.127428251
5745,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.978542,0.993382,0.99555,0.997804,0.973847,0.859375,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5746,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.9609,0.9609,0.931105,0.954951,0.972489,0.933169,0.5162,0.5162,1.0,0.9622999999999999,1.0,0.9244,33.127428251
5747,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.974135,0.954951,0.951742,0.929105,0.966111,0.948018,0.104526936418,0.9622999999999999,1.0,1.0,1.0,1.0,33.127428251
5748,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.834088,0.966982,0.864948,0.961077,0.971489,0.950942,0.9992,1.0,0.8992,1.0,0.999936103,1.0,33.127428251
5749,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.99555,0.982786,0.987636,0.859375,0.993382,0.962218,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5750,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.99555,0.973847,0.987636,0.991211,0.985572,0.985572,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5751,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.595404,0.574747,0.591777,0.583234,0.57632,0.59725,1.0,1.0,0.99999932643,0.8050020899199999,0.9999179497799999,1.0,32.932734377
5752,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.972489,0.893651,0.939935,0.931828,0.966111,0.929105,1.0,1.0,0.97043514863,0.99999987638,1.0,1.0,33.127428251
5753,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.997289,0.978542,0.997289,0.991211,0.992881,0.997804,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5754,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.997289,0.974818,0.99555,0.987636,0.985572,0.955505,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5755,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.978542,0.955505,0.985572,0.944186,0.944186,0.982786,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5756,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.964181,0.961077,0.961777,0.929105,0.9609,0.939935,1.0,1.0,1.0,1.0,0.5162,0.9704351486280001,33.127428251
5757,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.973847,0.978542,0.991211,0.8775,0.955505,0.99555,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5758,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.973135,0.961777,0.888568,0.966111,0.960286,0.834088,0.276,1.0,1.0,1.0,1.0,0.9992,33.127428251
5759,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.991934,0.99555,0.991211,0.955505,0.982786,0.859375,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5760,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.973847,0.982786,0.991934,0.986277,0.978542,0.987636,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5761,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.944186,0.991211,0.99555,0.962218,0.955505,0.985572,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5762,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.96679,0.964211,0.9609,0.964181,0.961777,0.931828,0.99880105058,1.0,0.5162,1.0,1.0,0.999999876378,33.127428251
5763,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.966882,0.864948,0.864948,0.962036,0.954951,0.947947,1.0,0.8992,0.8992,1.0,0.9622999999999999,1.0,33.127428251
5764,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.97005,0.948743,0.967016,0.939434,0.948018,0.971489,1.0,0.9831024385,0.9881,0.6838,1.0,0.9999361030030001,33.127428251
5765,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.974135,0.971489,0.948018,0.963534,0.967016,0.954951,0.104526936418,0.999936103,1.0,1.0,0.9881,0.9623,33.127428251
5766,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.973135,0.960242,0.939434,0.960286,0.8498,0.939935,0.276,0.99525537047,0.6838,1.0,1.0,0.9704351486280001,33.127428251
5767,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.993382,0.962218,0.955505,0.987636,0.944186,0.917568,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5768,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.962218,0.986277,0.991934,0.992881,0.99555,0.974818,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5769,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.954951,0.954951,0.972489,0.899682,0.962036,0.931828,0.9623,0.9622999999999999,1.0,0.8943000000000001,1.0,0.999999876378,33.127428251
5770,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.8498,0.970604,0.972589,0.949756,0.950576,0.960242,1.0,1.0,1.0,0.6073,1.0,0.9952553704680001,33.127428251
5771,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.931828,0.974135,0.972589,0.950576,0.962036,0.933118,0.99999987638,0.10452693641760001,1.0,1.0,1.0,1.0,33.127428251
5772,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.947947,0.947947,0.948018,0.950576,0.96466,0.963534,1.0,1.0,1.0,1.0,0.41169999999999995,1.0,33.127428251
5773,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.944186,0.955505,0.985572,0.99555,0.993382,0.985572,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5774,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.956628,0.992881,0.987636,0.956628,0.978542,0.986277,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5775,6,1,2,-1,-1,-1,-1,4,4.32456,4.32456,4.32456,4.32456,4.32456,9.23771,0.359315,0.332522,0.352835,0.352835,0.332522,0.666403,0.9950261772,0.9998,0.9811475221899999,0.9811475221899999,0.9998,0.995010624384,30.860500385
