index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,R1,R2,R3,R4,R5,R6,Total_weight
49,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.99954384764,0.33583035241000003,1.0,0.99649380657,1.0,1.0,121.20057019
50,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,0.3517,0.9544999999999999,0.99999999999,0.9544999999999999,0.9995438476382,101.8472058
51,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.99987154662,0.99644136839,0.99644136839,1.0,1.0,58.114329577
52,3,1,3,0,1,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,0.16968316173,0.7616999999999999,1.0,1.0,1.0,1.0,136.65628208
53,6,1,3,-1,-1,0,-1,1,16.9745,16.9745,16.9745,20.8722,20.8722,24.7024,0.3517,0.99999999999,0.3517,0.99649380657,0.996493806569,1.0,117.37036673
54,5,1,0,1,-1,-1,3,-1,6.12595,11.4656,11.4656,11.4656,24.7024,24.7024,0.028639075529000003,0.5505,1.0,1.0,1.0,1.0,89.927554651
55,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.16968316173,0.33583035241000003,1.0,0.4234,0.999999999991,0.9999999999913,101.8472058
56,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.99954384764,0.169683161729,0.4234,0.7617,1.0,1.0,121.20057019
57,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.16968316173,0.3517,1.0,1.0,0.999999999991,0.9995438476382,101.8472058
58,6,1,3,-1,-1,1,0,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.33583035241000003,0.4234,1.0,0.6651,1.0,1.0,121.20057019
59,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.0366,0.99987154662,0.9072,0.7121,1.0,1.0,58.114329577
60,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,0.33583035241000003,0.3517,0.9544999999999999,0.999543847638,1.0,101.8472058
61,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.16968316173,1.0,1.0,0.6651,1.0,1.0,128.99587518
62,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.014775198524399999,0.99999999984,0.99999999984,0.9391,0.9999999998429999,0.9989808237872,32.932734377
63,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.9995438476399999,0.9544999999999999,0.9282999999999999,0.992254206545,0.9982,110.10317835
64,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.0366,0.99644136839,1.0,0.7121,1.0,1.0,69.092859692
65,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.0366,0.9072,1.0,0.99644136839,0.999999999463,1.0,63.453992894
66,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.33583035241000003,0.9995438476399999,0.99954384764,0.9999945213299999,1.0,0.9922542065452999,110.10317835
67,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.99987154662,0.90359494358,0.7121,0.9035949435799999,0.999999999463,0.998581927552,66.273426293
68,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.16968316173,0.169683161729,1.0,1.0,1.0,1.0,112.85516921
69,5,1,2,-1,-1,1,0,-1,4.32456,4.32456,4.32456,9.33853,14.285,14.285,0.9464,0.93444160228,0.7702,0.9999139315100001,0.9576311960617999,1.0,50.882288999
70,6,1,3,-1,-1,-1,1,0,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.33583035241000003,0.9995438476399999,1.0,0.99999999999,1.0,1.0,113.47271424
71,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.16968316173,0.33583035241000003,0.99954384764,0.9366000000000001,1.0,1.0,121.20057019
72,6,1,1,-1,-1,0,2,-1,6.12595,6.12595,6.12595,11.4656,14.285,14.285,0.81,0.99987154662,0.96444477794,0.9072,1.0,0.998581927552,58.413533058
73,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.0366,0.9072,1.0,1.0,1.0,1.0,69.092859692
74,5,1,0,1,-1,-1,3,-1,6.12595,11.4656,11.4656,11.4656,24.7024,24.7024,0.3647,0.57638723487,0.59802524001,0.5729,1.0,0.9999998464047,89.927554651
75,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,1.0,0.6799042333599999,1.0,0.67990423336,1.0,1.0,128.99587518
76,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.9344416022800001,0.7702,0.7702,0.7702,1.0,0.9998002361755,40.921803529
77,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.3517,0.169683161729,1.0,1.0,1.0,1.0,112.85516921
78,6,1,1,2,0,-1,-1,-1,6.12595,9.33853,14.285,14.285,14.285,14.285,0.0366,0.9822,0.99999902353,0.9917833380900001,1.0,0.9917833380933,72.604648693
79,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.23750000000000002,0.59802524001,0.5729,1.0,0.999998943955,0.9999989439551,63.453992894
80,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.23750000000000002,0.59802524001,0.5729,1.0,0.999998943955,0.9999989439551,63.453992894
81,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.16968316173,0.169683161729,0.99954384764,1.0,0.999543847638,0.9922542065452999,104.59919665
82,2,1,3,2,-1,-1,-1,-1,16.9745,19.7265,19.7265,19.7265,19.7265,19.7265,0.3517,0.99225420655,0.9999945213299999,1.0,1.0,0.9999945213267,115.60716006
83,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.4234,0.169683161729,0.9544999999999999,0.99999999999,0.9544999999999999,1.0,101.8472058
84,3,1,3,1,0,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,1.0,0.6799042333599999,1.0,1.0,1.0,1.0,136.65628208
85,6,1,2,-1,-1,-1,0,1,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.7702,0.7702,0.93444160228,0.99649380701,0.999864819488,1.0,40.921803527
86,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.99898082379,0.99999999984,0.9391,0.99898082379,1.0,0.9999999998426,32.932734377
87,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.99999999999,0.99999999999,1.0,0.99999999999,0.9544999999999999,0.9995438476382,101.8472058
88,5,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.9761,0.9644447779399999,0.7121,0.7121,1.0,0.999999999651,63.753196375
89,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,0.4234,0.9999945213299999,0.99225420655,1.0,0.9982,112.85516921
90,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,1.0,0.99999999999,0.4234,0.999543847638,0.9999999999913,101.8472058
91,-1,-1,-1,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,1.0,0.99999999999,0.4234,0.999543847638,0.9999999999913,101.8472058
92,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.33583035241000003,1.0,0.5991,0.67990423336,1.0,1.0,128.99587518
93,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.9391,0.99999999984,1.0,0.99898082379,0.9989808237869999,0.9989808237872,32.932734377
94,5,1,1,-1,-1,0,2,-1,6.12595,6.12595,6.12595,11.4656,14.285,14.285,0.0366,0.8099999999999999,0.96444477794,0.7121,0.9985819275519999,1.0,58.413533058
95,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,1.0,0.99999999999,1.0,0.9544999999999999,1.0,101.8472058
96,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.16968316173,0.99999999999,0.335830352415,1.0,0.999999999991,0.9995438476382,101.8472058
97,5,1,2,1,0,-1,-1,-1,4.32456,9.33853,14.285,14.285,14.285,14.285,0.0541,0.99991393151,0.9736,0.9736,0.9735999999999999,0.9998002361755,70.803259939
98,6,1,1,-1,0,-1,-1,3,6.12595,6.12595,11.4656,11.4656,11.4656,24.7024,0.81,0.9761,0.9072,0.7121,1.0,0.9943,71.351110456
99,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.4234,1.0,1.0,0.999994521327,0.9922542065452999,110.10317835
100,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.16968316173,0.4234,0.335830352415,0.99954384764,1.0,0.9999999999913,101.8472058
101,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.16968316173,0.9995438476399999,0.3517,0.9339431681899999,1.0,1.0,121.20057019
102,3,1,0,-1,1,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.3647,0.23750000000000002,0.5505,0.5729,1.0,1.0,58.114329577
103,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.99999999999,0.6799042333599999,1.0,0.67990423336,1.0,1.0,128.99587518
104,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.16968316173,0.4234,0.99954384764,0.335830352415,0.999999999991,0.9999945213267,104.59919665
105,3,1,3,0,1,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,0.33583035241000003,0.93394316819,1.0,1.0,1.0,1.0,136.65628208
106,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.1559,0.99898082379,0.99898082379,1.0,0.9989808237869999,0.9989808237872,32.932734377
107,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.81,0.9761,0.7121,0.99999999946,1.0,1.0,58.114329577
108,5,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.9761,0.9761,0.99644136839,1.0,0.999999999463,0.9964413683911,58.114329577
109,6,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.9761,0.9761,0.9035949435799999,1.0,0.996441368391,1.0,58.114329577
110,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.99987154662,0.90359494358,1.0,1.0,1.0,1.0,69.092859692
111,3,1,0,-1,1,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.20411543188,0.23750000000000002,0.57638723487,0.5505,0.999998943955,1.0,58.114329577
112,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,1.0,0.335830352415,0.99999999999,1.0,0.9922542065452999,104.59919665
113,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.99644136839,0.7121,0.9072,1.0,0.9964413683911,63.453992894
114,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,1.0,0.335830352415,0.9999945213299999,1.0,1.0,110.10317835
115,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.33583035241000003,0.3517,0.99999999999,0.9999945213299999,1.0,0.9922542065452999,110.10317835
116,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.1559,1.0,0.99999999984,1.0,1.0,1.0,32.932734377
117,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.9391,1.0,0.99898082379,0.9391,1.0,0.9989808237872,32.932734377
118,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,0.9545,0.335830352415,0.99999999999,0.999999999991,0.9922542065452999,104.59919665
119,3,1,0,-1,1,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.3647,0.20411543188,0.57638723487,0.9999989439599999,1.0,0.9999989439551,58.114329577
120,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.99999999999,0.9545,0.335830352415,0.99649380657,1.0,1.0,121.20057019
121,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,1.0,0.9544999999999999,0.3517,0.9544999999999999,0.9999945213267,104.59919665
122,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.33583035241000003,0.99999999999,0.99225420655,0.992254206545,1.0,110.10317835
123,6,1,1,-1,-1,0,-1,2,6.12595,6.12595,6.12595,11.4656,11.4656,14.285,0.99987154662,0.9761,0.9761,0.9072,0.999999999463,0.998581927552,55.594099659
124,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.16968316173,0.99999999999,0.99954384764,0.3517,1.0,1.0,101.8472058
125,5,1,1,0,-1,2,3,-1,6.12595,11.4656,11.4656,14.285,26.7355,26.7355,0.99987154662,0.7121,0.99999999946,1.0,0.998,0.998,96.813287516
126,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,0.9995438476399999,0.3517,0.3517,0.9982,1.0,107.3511875
127,5,1,1,-1,-1,0,3,-1,6.12595,6.12595,6.12595,11.4656,24.7024,24.7024,0.99987154662,0.9761,0.9761,1.0,0.9943,0.9943,79.248228017
128,3,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.028639075529000003,0.5505,1.0,0.59802524001,1.0,1.0,63.453992894
129,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.0366,0.7121,0.9072,0.7121,1.0,1.0,63.453992894
130,6,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.9761,0.90359494358,0.99999999946,1.0,1.0,0.9964413683911,63.453992894
131,5,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.16968316173,0.9995438476399999,0.99225420655,1.0,1.0,1.0,112.85516921
132,5,1,2,-1,-1,1,0,-1,4.32456,4.32456,4.32456,9.33853,14.285,14.285,0.9464,0.93444160228,0.7702,0.9999139315100001,0.9576311960617999,1.0,50.882288999
133,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.4234,0.335830352415,0.9999945213299999,0.999994521327,0.9982,110.10317835
134,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.99987154662,0.99644136839,0.99644136839,1.0,0.9985819275519999,1.0,69.092859692
135,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.33583035241000003,0.9545,0.9544999999999999,1.0,0.992254206545,0.9999945213267,110.10317835
136,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.33583035241000003,0.9545,0.9544999999999999,0.9339431681899999,1.0,1.0,121.20057019
137,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.99987154662,0.8099999999999999,0.7121,0.7121,1.0,0.9999999994633,58.114329577
138,6,1,1,-1,-1,0,-1,2,6.12595,6.12595,6.12595,11.4656,11.4656,14.285,0.96444477794,0.99987154662,0.96444477794,0.7121,1.0,1.0,55.594099659
139,2,1,3,2,-1,-1,-1,-1,16.9745,19.7265,19.7265,19.7265,19.7265,19.7265,0.16968316173,0.9982,0.9999945213299999,0.9982,1.0,1.0,115.60716006
140,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.99987154662,0.99644136839,0.9072,1.0,1.0,1.0,63.453992894
141,6,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.81,0.9761,0.9072,0.99644136839,0.996441368391,1.0,58.114329577
142,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.99954384764,0.5991,1.0,0.5991,1.0,1.0,128.99587518
143,6,1,1,-1,-1,0,-1,2,6.12595,6.12595,6.12595,11.4656,11.4656,14.285,0.9761,0.9761,0.9761,0.7121,0.996441368391,1.0,55.594099659
144,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,0.99999999999,0.9544999999999999,0.99999999999,1.0,1.0,104.59919665
145,6,1,0,1,-1,-1,-1,3,6.12595,11.4656,11.4656,11.4656,11.4656,24.7024,0.20411543188,0.5729,1.0,1.0,0.999998943955,0.9986,76.690773772
146,5,1,2,3,-1,-1,-1,-1,4.32456,19.7265,19.7265,19.7265,19.7265,19.7265,0.9464,0.99529457498,1.0,0.921,0.99529457498,1.0,102.95718306
147,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.9761,0.99644136839,0.99999999946,0.7121,0.999999999463,0.998581927552,66.273426293
148,3,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.81,0.99644136839,1.0,0.99644136839,0.996441368391,0.9999999994633,63.453992894
149,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.9761,0.9644447779399999,0.9072,0.7121,1.0,0.9964413683911,58.114329577
