index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,R1,R2,R3,R4,R5,R6,Total_weight
1693,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.99987154662,0.9072,0.9035949435799999,0.9072,0.996441368391,0.998581927552,66.273426293
1694,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.99987154662,0.90359494358,1.0,0.99999999946,1.0,0.998581927552,69.092859692
1695,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.99987154662,0.90359494358,1.0,0.99999999946,1.0,0.998581927552,69.092859692
1696,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.9761,0.7121,0.9035949435799999,0.99999999946,1.0,0.998581927552,66.273426293
1697,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.20411543188,0.57638723487,1.0,0.5505,1.0,1.0,63.453992894
1698,3,1,3,1,0,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,1.0,0.6799042333599999,1.0,1.0,1.0,1.0,136.65628208
1699,5,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.0366,0.99987154662,0.9998715466199999,0.9035949435799999,1.0,0.9964413683911,52.77466626
1700,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,0.3517,0.335830352415,0.99954384764,0.9982,1.0,107.3511875
1701,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.9995438476399999,0.99999999999,1.0,0.992254206545,1.0,110.10317835
1702,5,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.81,0.99987154662,0.7121,1.0,1.0,1.0,63.753196375
1703,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.99987154662,0.7121,0.7121,0.99644136839,1.0,1.0,63.453992894
1704,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,1.0,1.0,0.3517,0.99649380657,1.0,1.0,121.20057019
1705,4,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.81,0.9644447779399999,0.9998715466199999,0.99644136839,0.999999999463,1.0,52.77466626
1706,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.90359494358,0.9035949435799999,1.0,0.996441368391,0.9964413683911,63.453992894
1707,5,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.33583035241000003,1.0,1.0,0.9982,1.0,1.0,110.10317835
1708,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.33583035241000003,0.99954384764,1.0,1.0,0.9982,110.10317835
1709,5,1,2,3,-1,-1,1,-1,4.32456,19.7265,19.7265,19.7265,23.231,23.231,0.9344416022800001,0.9209999999999999,0.9176826147699999,1.0,1.0,1.0,109.96619789
1710,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,0.99999999999,0.99999999999,0.335830352415,0.999543847638,0.9999945213267,104.59919665
1711,5,1,1,-1,-1,0,2,-1,6.12595,6.12595,6.12595,11.4656,14.285,14.285,0.96444477794,0.9644447779399999,0.9761,0.99644136839,1.0,1.0,58.413533058
1712,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.99999999999,0.33583035241000003,0.4234,0.335830352415,0.992254206545,0.9999945213267,107.3511875
1713,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.9761,0.9072,0.9035949435799999,0.7121,0.999999999463,1.0,63.453992894
1714,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.9391,0.99898082379,0.9391,1.0,1.0,1.0,32.932734377
1715,6,1,1,-1,-1,0,-1,2,6.12595,6.12595,6.12595,11.4656,11.4656,14.285,0.0366,0.99987154662,0.96444477794,0.9072,1.0,1.0,55.594099659
1716,5,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,0.9995438476399999,0.9999945213299999,1.0,1.0,1.0,112.85516921
1717,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,0.4234,0.9282999999999999,0.9282999999999999,1.0,1.0,112.85516921
1718,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.33583035241000003,0.6651,1.0,0.6651,1.0,1.0,128.99587518
1719,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.9545,0.9545,0.4234,0.7617,1.0,1.0,121.20057019
1720,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.9072,0.99999999946,1.0,0.996441368391,0.9999999994633,63.453992894
1721,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.99954384764,0.4234,0.3517,0.4234,0.9544999999999999,0.9922542065452999,104.59919665
1722,6,1,1,-1,-1,-1,2,3,6.12595,6.12595,6.12595,6.12595,9.33853,23.231,0.81,0.99987154662,0.9998715466199999,0.81,0.9998955867479999,1.0,57.073348346
1723,6,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,0.99999999999,0.99954384764,0.9544999999999999,1.0,1.0,107.3511875
1724,3,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.0366,0.7121,1.0,0.9072,0.996441368391,1.0,63.453992894
1725,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.99999999999,1.0,1.0,0.9982,1.0,110.10317835
1726,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,1.0,0.4234,0.99954384764,0.992254206545,1.0,107.3511875
1727,6,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.9761,0.9644447779399999,0.99644136839,1.0,0.9985819275519999,0.999999999651,63.753196375
1728,6,1,1,-1,-1,-1,0,3,6.12595,6.12595,6.12595,6.12595,11.4656,24.7024,0.99987154662,0.9644447779399999,0.96444477794,0.9998715466199999,0.996441368391,0.9943,60.671783822
1729,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.4234,0.99954384764,1.0,0.992254206545,0.9922542065452999,110.10317835
1730,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.014775198524399999,0.99898082379,0.99999999984,1.0,0.9989808237869999,0.9999999998426,32.932734377
1731,4,1,3,-1,0,1,-1,-1,16.9745,16.9745,20.8722,24.7024,24.7024,24.7024,0.9545,1.0,0.9366000000000001,1.0,1.0,1.0,128.92842613
1732,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.99999999999,0.9995438476399999,1.0,1.0,0.9544999999999999,1.0,101.8472058
1733,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.9545,0.4234,0.335830352415,0.99649380657,1.0,1.0,121.20057019
1734,5,1,0,1,-1,2,3,-1,6.12595,11.4656,11.4656,14.285,26.7355,26.7355,0.028639075529000003,0.5505,0.5729,0.9999999998,1.0,1.0,96.813287516
1735,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.99999999999,1.0,0.5991,0.67990423336,1.0,1.0,128.99587518
1736,2,1,3,2,-1,-1,-1,-1,16.9745,19.7265,19.7265,19.7265,19.7265,19.7265,0.3517,1.0,0.9999945213299999,0.9282999999999999,1.0,1.0,115.60716006
1737,6,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.9644447779399999,0.9072,1.0,0.996441368391,0.9999999994633,58.114329577
1738,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.99987154662,0.8099999999999999,0.7121,0.99999999946,0.999999999463,1.0,58.114329577
1739,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.3517,1.0,1.0,0.5991,1.0,1.0,128.99587518
1740,3,1,3,0,1,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,0.33583035241000003,0.99649380657,1.0,1.0,1.0,1.0,136.65628208
1741,4,1,0,1,-1,3,-1,-1,6.12595,11.4656,11.4656,24.7024,24.7024,24.7024,0.028639075529000003,0.5505,1.0,1.0,0.999999846405,1.0,103.16433553
1742,5,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.0366,0.99987154662,0.7121,0.9035949435799999,0.999999999463,0.9964413683911,58.114329577
1743,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.16968316173,0.99999999999,1.0,0.9339431681899999,1.0,1.0,121.20057019
1744,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.3517,0.169683161729,0.335830352415,0.9544999999999999,0.999543847638,0.9995438476382,101.8472058
1745,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.3647,1.0,0.5729,0.5729,1.0,1.0,63.453992894
1746,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.169683161729,0.3517,1.0,0.9982,0.9922542065452999,110.10317835
1747,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.99954384764,1.0,0.99999999999,0.9339431681899999,1.0,1.0,121.20057019
1748,6,1,0,1,-1,-1,-1,3,6.12595,11.4656,11.4656,11.4656,11.4656,24.7024,0.3647,0.5729,1.0,1.0,0.999998943955,1.0,76.690773772
1749,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.33583035241000003,0.4234,1.0,0.9366000000000001,1.0,1.0,121.20057019
1750,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.99954384764,1.0,0.335830352415,0.7617,1.0,1.0,121.20057019
1751,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.99954384764,1.0,0.6651,0.6651,1.0,1.0,128.99587518
1752,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.33583035241000003,0.99999999999,0.9544999999999999,0.9339431681899999,1.0,1.0,121.20057019
1753,5,1,0,1,-1,-1,3,-1,6.12595,11.4656,11.4656,11.4656,24.7024,24.7024,0.20411543188,0.59802524001,1.0,0.5505,1.0,1.0,89.927554651
1754,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,0.33583035241000003,0.9999945213299999,0.9982,0.992254206545,0.9922542065452999,112.85516921
1755,2,1,3,2,-1,-1,-1,-1,16.9745,19.7265,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,0.9982,0.9999945213299999,1.0,1.0,0.9999945213267,115.60716006
1756,6,1,3,-1,-1,-1,1,0,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.3517,0.3517,0.99954384764,0.99999999999,1.0,1.0,113.47271424
1757,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,0.33583035241000003,0.9544999999999999,0.99954384764,0.999994521327,1.0,107.3511875
1758,3,1,0,-1,1,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.23750000000000002,0.23750000000000002,0.5505,0.5729,1.0,1.0,58.114329577
1759,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.3517,0.9995438476399999,0.3517,1.0,0.999543847638,0.9922542065452999,104.59919665
1760,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.99644136839,1.0,0.7121,1.0,1.0,63.453992894
1761,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.3517,0.99999999999,0.3517,0.9999945213299999,1.0,1.0,110.10317835
1762,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.4234,0.6799042333599999,1.0,0.5991,1.0,1.0,128.99587518
1763,6,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.96444477794,0.90359494358,0.9072,0.99999999946,1.0,1.0,69.092859692
1764,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.9344416022800001,0.99649380701,0.93444160228,0.99649380701,1.0,0.9998002361755,40.921803529
1765,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.0366,0.8099999999999999,0.7121,1.0,1.0,1.0,58.114329577
1766,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.81,0.9072,0.99644136839,0.9072,1.0,1.0,69.092859692
1767,6,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.81,0.8099999999999999,0.9072,0.7121,0.9985819275519999,1.0,63.753196375
1768,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.33583035241000003,1.0,0.9999945213299999,0.9999945213299999,1.0,0.9922542065452999,112.85516921
1769,3,1,3,1,0,-1,-1,-1,16.9745,20.8722,24.7024,24.7024,24.7024,24.7024,0.33583035241000003,0.6651,1.0,1.0,1.0,1.0,136.65628208
1770,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.81,0.9761,0.7121,0.9072,0.996441368391,1.0,58.114329577
1771,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.3517,0.33583035241000003,0.9282999999999999,1.0,1.0,1.0,112.85516921
1772,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.99987154662,0.90359494358,1.0,1.0,1.0,1.0,66.273426293
1773,6,1,2,3,-1,-1,-1,1,4.32456,19.7265,19.7265,19.7265,19.7265,23.231,0.7702,0.8138,1.0,1.0,1.0,1.0,106.46169047
1774,3,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.9072,0.99644136839,0.9072,1.0,0.9964413683911,63.453992894
1775,4,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.99987154662,0.8099999999999999,0.96444477794,0.9035949435799999,0.999999999463,1.0,52.77466626
1776,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.9545,0.4234,0.3517,0.9999945213299999,0.992254206545,1.0,110.10317835
1777,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.16968316173,0.33583035241000003,0.9999945213299999,1.0,0.9982,0.9982,112.85516921
1778,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.33583035241000003,0.4234,0.4234,1.0,0.9544999999999999,0.9995438476382,101.8472058
1779,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.33583035241000003,0.99999999999,1.0,0.999994521327,0.9922542065452999,110.10317835
1780,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.33583035241000003,1.0,0.4234,0.4234,0.9544999999999999,1.0,101.8472058
1781,6,1,1,-1,-1,-1,2,0,6.12595,6.12595,6.12595,6.12595,9.33853,14.285,0.0366,0.99987154662,0.9761,0.9761,1.0,0.9917833380933,48.127358546
1782,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,1.0,1.0,0.335830352415,0.9339431681899999,1.0,1.0,121.20057019
1783,-1,-1,-1,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,1.0,1.0,0.335830352415,0.9339431681899999,1.0,1.0,121.20057019
1784,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.33583035241000003,0.99999999999,0.9544999999999999,0.99649380657,1.0,1.0,121.20057019
1785,6,1,3,-1,-1,-1,0,1,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.4234,0.9995438476399999,0.3517,0.335830352415,0.996493806569,1.0,113.47271424
1786,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.20411543188,0.5505,0.5729,1.0,1.0,1.0,63.453992894
1787,6,1,3,-1,-1,-1,1,0,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.99999999999,0.9545,1.0,0.99999999999,1.0,1.0,113.47271424
1788,6,1,3,-1,-1,-1,1,0,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.33583035241000003,0.9995438476399999,0.99999999999,0.99954384764,1.0,1.0,113.47271424
1789,6,1,0,1,-1,2,3,-1,6.12595,11.4656,11.4656,14.285,26.7355,26.7355,0.3647,0.57638723487,0.9999989439599999,1.0,1.0,1.0,96.813287516
1790,5,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.96444477794,0.8099999999999999,0.7121,0.99999999946,1.0,0.999999999651,63.753196375
1791,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.028639075529000003,1.0,0.5729,1.0,0.999998943955,1.0,63.453992894
1792,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.33583035241000003,0.4234,0.99999999999,1.0,0.9982,0.9922542065452999,110.10317835
1793,5,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.81,0.9644447779399999,0.99644136839,0.7121,0.996441368391,1.0,58.114329577
1794,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.0366,0.90359494358,0.9035949435799999,1.0,0.9985819275519999,0.999999999651,69.092859692
1795,4,1,3,-1,0,1,-1,-1,16.9745,16.9745,20.8722,24.7024,24.7024,24.7024,0.99999999999,0.99999999999,0.99649380657,1.0,1.0,1.0,128.92842613
1796,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,1.0,0.99999999999,0.9282999999999999,0.9982,1.0,110.10317835
1797,5,1,2,3,-1,-1,1,-1,4.32456,19.7265,19.7265,19.7265,23.231,23.231,0.0541,0.91768261477,1.0,0.921,1.0,1.0,109.96619789
1798,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.81,0.9072,1.0,0.9072,1.0,1.0,69.092859692
1799,6,1,3,-1,-1,-1,1,0,16.9745,16.9745,16.9745,16.9745,20.8722,24.7024,0.3517,0.3517,1.0,0.99954384764,1.0,1.0,113.47271424
1800,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.96444477794,0.9072,0.99999999946,0.9072,1.0,0.998581927552,66.273426293
1801,4,1,3,-1,-1,2,-1,-1,16.9745,16.9745,16.9745,19.7265,19.7265,19.7265,0.16968316173,0.4234,0.99954384764,0.9982,0.9982,1.0,110.10317835
1802,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.9761,0.99644136839,0.9035949435799999,0.9072,1.0,0.9964413683911,63.453992894
1803,2,1,0,1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.028639075529000003,0.5729,1.0,1.0,0.999998943955,1.0,63.453992894
1804,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.96444477794,0.90359494358,1.0,1.0,1.0,1.0,69.092859692
1805,6,1,1,0,-1,-1,2,3,6.12595,11.4656,11.4656,11.4656,14.285,26.7355,0.81,0.7121,0.99644136839,0.9072,1.0,0.998,81.543356904
1806,6,1,1,-1,-1,0,2,-1,6.12595,6.12595,6.12595,11.4656,14.285,14.285,0.9761,0.8099999999999999,0.9761,0.9072,1.0,0.998581927552,58.413533058
1807,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.0366,0.7121,0.7121,0.9035949435799999,1.0,1.0,63.453992894
1808,6,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.0366,0.99644136839,0.9072,0.9035949435799999,1.0,0.998581927552,69.092859692
1809,5,1,0,1,-1,-1,3,-1,6.12595,11.4656,11.4656,11.4656,24.7024,24.7024,0.3647,0.59802524001,1.0,0.57638723487,1.0,1.0,89.927554651
1810,5,1,2,1,0,-1,-1,-1,4.32456,9.33853,14.285,14.285,14.285,14.285,0.99649380701,0.99991393151,0.7864,1.0,0.9576311960617999,1.0,70.803259939
1811,5,1,1,-1,-1,0,2,-1,6.12595,6.12595,6.12595,11.4656,14.285,14.285,0.96444477794,0.99987154662,0.96444477794,0.99644136839,0.9985819275519999,1.0,58.413533058
1812,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.33583035241000003,0.8774468895699999,1.0,0.5991,1.0,1.0,128.99587518
1813,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.33583035241000003,0.9545,0.9544999999999999,0.9544999999999999,0.9544999999999999,0.9999945213267,104.59919665
1814,5,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.99987154662,0.99987154662,0.9035949435799999,1.0,1.0,0.999999999651,63.753196375
1815,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.33583035241000003,0.99999999999,0.99954384764,0.335830352415,0.999999999991,0.9999945213267,104.59919665
1816,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.90359494358,0.9072,1.0,1.0,1.0,63.453992894
1817,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.16968316173,0.6651,1.0,0.67990423336,1.0,1.0,128.99587518
1818,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,0.16968316173,0.33583035241000003,0.335830352415,0.9366000000000001,1.0,1.0,121.20057019
1819,6,1,1,-1,0,-1,-1,2,6.12595,6.12595,11.4656,11.4656,11.4656,14.285,0.81,0.9644447779399999,0.7121,0.9035949435799999,0.996441368391,1.0,60.933762976
1820,5,1,1,0,-1,-1,2,-1,6.12595,11.4656,11.4656,11.4656,14.285,14.285,0.96444477794,0.9072,1.0,1.0,1.0,1.0,69.092859692
1821,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.9545,0.6799042333599999,0.6651,0.6651,1.0,1.0,128.99587518
1822,6,1,1,-1,-1,-1,2,0,6.12595,6.12595,6.12595,6.12595,9.33853,14.285,0.0366,0.8099999999999999,0.9761,0.81,0.9998955867479999,0.9998,48.127358546
1823,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.99954384764,0.5991,0.5991,0.67990423336,1.0,1.0,128.99587518
1824,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.16968316173,0.4234,1.0,0.9982,1.0,1.0,112.85516921
1825,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.99644136839,0.99644136839,1.0,1.0,1.0,63.453992894
1826,5,1,1,-1,0,-1,2,-1,6.12595,6.12595,11.4656,11.4656,14.285,14.285,0.96444477794,0.8099999999999999,0.9072,0.99644136839,1.0,1.0,63.753196375
1827,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.3517,1.0,0.5991,0.6651,1.0,1.0,128.99587518
1828,2,1,3,2,-1,-1,-1,-1,16.9745,19.7265,19.7265,19.7265,19.7265,19.7265,0.3517,0.9283,0.9999945213299999,0.9999945213299999,1.0,1.0,115.60716006
1829,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.3517,0.9545,0.9999945213299999,1.0,1.0,0.9922542065452999,112.85516921
1830,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.96444477794,0.8099999999999999,0.99644136839,1.0,1.0,1.0,58.114329577
1831,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.16968316173,0.99999999999,0.3517,0.4234,0.999994521327,0.9982,107.3511875
1832,5,1,3,-1,-1,0,1,-1,16.9745,16.9745,16.9745,20.8722,24.7024,24.7024,1.0,0.3517,0.4234,0.7617,1.0,1.0,121.20057019
1833,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.33583035241000003,1.0,1.0,0.5991,1.0,1.0,128.99587518
1834,3,1,3,-1,2,-1,-1,-1,16.9745,16.9745,19.7265,19.7265,19.7265,19.7265,0.3517,0.33583035241000003,0.9999945213299999,0.99225420655,0.992254206545,0.9982,112.85516921
1835,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.33583035241000003,0.3517,1.0,0.99954384764,0.999999999991,1.0,101.8472058
1836,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.16968316173,1.0,0.4234,0.3517,1.0,0.9922542065452999,104.59919665
1837,5,1,3,1,-1,-1,0,-1,16.9745,20.8722,20.8722,20.8722,24.7024,24.7024,0.4234,0.5991,0.6651,0.6651,1.0,1.0,128.99587518
1838,4,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.9761,0.9761,0.9998715466199999,0.99644136839,1.0,0.9964413683911,52.77466626
1839,5,1,3,-1,-1,-1,2,-1,16.9745,16.9745,16.9745,16.9745,19.7265,19.7265,0.33583035241000003,0.169683161729,0.335830352415,0.335830352415,0.992254206545,1.0,107.3511875
1840,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,1.0,0.3517,0.335830352415,0.335830352415,0.999999999991,0.9982,104.59919665
1841,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.0366,0.7121,1.0,0.99644136839,1.0,1.0,66.273426293
