index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,R1,R2,R3,R4,R5,R6,Total_weight
911,5,1,1,-1,-1,-1,0,-1,6.12595,6.12595,6.12595,6.12595,11.4656,11.4656,0.13103223706,0.16435185185200002,0.9236823884600001,0.47839506173,0.9683641975299999,0.9922839506173,47.435002944
912,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.79012345679,0.94212962963,0.332042608313,0.46219135802,0.53392524001,0.9941132120896,32.932734377
913,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.22145061728,0.24537037037,1.0,1.0,0.9985178077800001,0.9992283950617,58.114329577
914,6,1,1,2,-1,-1,-1,0,6.12595,9.33853,9.33853,9.33853,9.33853,14.285,0.12878661006,0.11381378748700001,0.61805555556,0.9089506172799999,0.7391975308600001,1.0,57.765115107
915,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.43055555556,0.27759693525,1.0,0.9999997137600001,1.0,1.0,58.114329577
916,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.032957540338,0.99952825141,1.0,1.0,1.0,1.0,63.453992894
917,6,1,1,0,-1,-1,-1,2,6.12595,11.4656,11.4656,11.4656,11.4656,14.285,0.58288036,0.96836419753,1.0,1.0,1.0,1.0,66.273426293
918,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.88647013594,1.0,1.0,1.0,1.0,1.0,63.453992894
919,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.43074274843,0.3225308642,1.0,1.0,1.0,1.0,58.114329577
920,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.0182483835899,0.53472222222,0.37731481481499995,0.54552469136,0.9964970176600001,1.0,40.921803529
921,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.99795141671,0.99898563147,0.80555555556,0.68287037037,0.94135802469,0.998607488103,101.8472058
922,5,1,1,-1,-1,-1,0,-1,6.12595,6.12595,6.12595,6.12595,11.4656,11.4656,0.098173010457,0.66435185185,0.362654320988,0.55941358025,1.0,1.0,47.435002944
923,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.50987850764,0.752702075,1.0,1.0,1.0,1.0,58.114329577
924,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.046296296296,0.33410493827,1.0,1.0,1.0,0.9976851851852,58.114329577
925,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.53163580247,0.42669753085999995,0.35493827160499997,0.4012345679,0.42374705475999996,1.0,40.921803529
926,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.60505829713,0.99732797061,0.99922839506,1.0,0.99922839506,1.0,63.453992894
927,4,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.20829826137000002,0.189230622224,0.58288036,1.0,1.0,1.0,52.77466626
928,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.30027285853,1.0,1.0,1.0,1.0,0.9999988060171,63.453992894
929,1,1,3,-1,-1,-1,-1,-1,16.9745,16.9745,16.9745,16.9745,16.9745,16.9745,0.94444444444,0.99923167247,0.9421296296299999,0.88117283951,0.65200617284,0.9997277456754,101.8472058
930,6,1,3,-1,-1,-1,-1,2,16.9745,16.9745,16.9745,16.9745,16.9745,19.7265,0.75184884171,0.9375,0.72299382716,0.8148148148100001,1.0,1.0,104.59919665
