index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,E1,E2,E3,E4,E5,E6,R1,R2,R3,R4,R5,R6,Total_excess
13,-1,-1,-1,-1,-1,-1,-1,-1,11.2751,14.8134,18.7111,18.7111,18.7111,18.7111,0.806457,0.336616,0.912332,0.917804,0.920589,0.907877,0.38490283708,0.3206,0.3734,1.0,1.0,1.0,100.93303164
14,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,5.69944,5.69944,5.69944,10.7133,10.7133,0.666664,0.641318,0.609086,0.657181,0.883431,0.870776,0.057004297821,0.99997445929,1.0,1.0,0.35419999999999996,0.999992815625,44.224342806
15,6,1,2,-1,-1,0,-1,1,4.32456,4.32456,4.32456,9.33853,9.33853,14.285,0.352835,0.348513,0.328056,0.152054,0.169987,0.906082,0.98114752219,0.3104,0.326,0.9964999999999999,0.7742,0.934051117578,2.2575284361
16,6,1,0,-1,-1,1,4,3,6.12595,6.12595,6.12595,11.4656,15.6597,24.7024,0.0732855,0.115994,0.123395,0.848779,0.982786,0.987547,0.4042,0.9953716928399999,0.40769944348,0.8029954395900001,1.0,0.9991274779,3.1317854046
17,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,5.2248983816
18,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,5.2248983816
19,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,5.2248983816
20,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.971974,0.974342,0.981777,0.943716,0.943716,0.1447966413,0.8765999999999999,1.0,1.0,0.9259999999999999,0.926,5.2057444273
21,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.971974,0.974342,0.981777,0.943716,0.943716,0.1447966413,0.8765999999999999,1.0,1.0,0.9259999999999999,0.926,5.2057444273
22,5,1,0,1,-1,4,2,-1,6.12595,11.4656,11.4656,15.6597,18.4791,18.4791,0.105815,0.856859,0.845972,0.991934,0.798105,0.834381,0.4514,0.7196,0.4108,1.0,1.0,1.0,4.4330657688
23,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.376786,0.958229,0.988721,0.992204,0.985711,0.985811,0.99999873117,0.9996967568399999,0.8117000000000001,1.0,1.0,1.0,5.2874624864
24,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.987991,0.981472,0.974342,0.987134,0.981777,0.1447966413,0.8441857173799999,1.0,1.0,1.0,1.0,5.3029339886
25,6,1,2,-1,0,-1,4,3,4.32456,4.32456,9.33853,9.33853,13.8584,23.231,0.32997,0.358431,0.179672,0.154355,0.823468,0.747549,0.8637,0.187563640305,1.0,0.7202,0.44310013362,0.9580164973,2.5934443545
26,3,1,0,3,-1,-1,-1,-1,6.12595,16.2848,16.2848,16.2848,16.2848,16.2848,0.12313,0.531216,0.494814,0.534356,0.465021,0.538781,0.44958699941,0.1215,1.0,0.77727620153,0.9868999999999999,1.0,2.6873182441
27,6,1,3,-1,-1,0,-1,2,11.2751,11.2751,11.2751,16.2848,16.2848,18.7111,0.787622,0.779562,0.810859,0.565611,0.537596,0.140851,0.45994220888000004,0.99663019718,0.45943947892,1.0,0.7056147669799999,0.999862660578,3.6221008773
28,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.382036,0.987991,0.988382,0.954814,0.988182,0.992204,1.0,0.8441857173799999,1.0,1.0,1.0,1.0,5.2936092036
29,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.382036,0.987991,0.988382,0.954814,0.988182,0.992204,1.0,0.8441857173799999,1.0,1.0,1.0,1.0,5.2936092036
30,6,1,3,-1,0,-1,-1,2,11.2751,11.2751,16.2848,16.2848,16.2848,18.7111,0.806457,0.803603,0.547124,0.557672,0.537596,0.140851,0.38490283708,0.44428736934,0.631,1.0,0.7056147669799999,0.999862660578,3.393301782
31,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,5.69944,5.69944,10.7133,10.7133,15.6597,0.669116,0.662404,0.639247,0.884635,0.894582,0.982747,0.0551,1.0,1.0,0.8645676356800001,1.0,0.9948,54.184600471
32,5,1,4,3,0,2,-1,-1,5.69944,16.9745,20.8722,23.231,23.231,23.231,0.669116,0.627132,0.357408,0.809988,0.783505,0.822489,0.0551,0.129,0.93939775051,0.7470329972,1.0,1.0,4.0696377424
33,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.386926,0.992245,0.853275,0.985811,0.874652,0.981177,0.17923438295000002,0.89042334077,1.0,1.0,0.9857,0.999998305062,5.0740855219
34,4,1,3,1,4,0,-1,-1,11.2751,16.2848,20.8722,24.7024,24.7024,24.7024,0.797409,0.277134,0.796933,0.982788,0.991211,0.991211,0.46027055224,0.265,0.4846,0.9998822066299999,1.0,1.0,4.8366861534
35,-1,-1,-1,-1,-1,-1,-1,-1,11.2751,16.2848,20.8722,24.7024,24.7024,24.7024,0.797409,0.277134,0.796933,0.982788,0.991211,0.991211,0.46027055224,0.265,0.4846,0.9998822066299999,1.0,1.0,4.8366861534
36,6,1,0,-1,-1,-1,3,2,6.12595,6.12595,6.12595,6.12595,16.2848,18.7111,0.115695,0.115695,0.118879,0.11886,0.518699,0.21005,0.4290668332,0.42906683320000005,0.4575,0.45929736553,0.5866,0.999999860619,1.1978788514
37,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,6.12595,16.2848,18.7111,0.115695,0.115695,0.118879,0.11886,0.518699,0.21005,0.4290668332,0.42906683320000005,0.4575,0.45929736553,0.5866,0.999999860619,1.1978788514
38,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,6.12595,16.2848,18.7111,0.115695,0.115695,0.118879,0.11886,0.518699,0.21005,0.4290668332,0.42906683320000005,0.4575,0.45929736553,0.5866,0.999999860619,1.1978788514
39,6,1,1,-1,-1,0,4,2,6.12595,6.12595,6.12595,11.4656,15.6597,18.4791,0.350998,0.359214,0.350998,0.987991,0.955505,0.807882,0.3385,1.0,0.33849999999999997,0.84418571738,1.0,1.0,3.8125887821
40,6,1,3,-1,0,2,-1,4,11.2751,11.2751,16.2848,18.7111,18.7111,23.231,0.794377,0.797754,0.56945,0.13558,0.119175,0.799905,1.0,0.46040000000000003,1.0,0.40226872643,0.911,1.0,3.2162398437
41,6,1,2,4,1,3,-1,0,4.32456,9.23771,13.8584,23.231,23.231,26.7355,0.372904,0.667026,0.459436,0.973477,0.978866,0.996604,0.12033397385,0.1365,1.0,0.9999920415799999,0.81968826283,0.9999977498620001,4.4483134714
42,5,1,3,2,4,0,-1,-1,11.2751,14.8134,19.7265,23.231,23.231,23.231,0.787622,0.370163,0.98336,0.864689,0.853872,0.781551,0.45994220888000004,0.24580000000000002,0.61244957616,1.0,1.0,1.0,4.6412579847
43,5,1,0,-1,1,4,3,-1,6.12595,6.12595,11.4656,15.6597,24.7024,24.7024,0.115994,0.11886,0.866462,0.985572,0.991111,0.962218,0.99537169284,0.45929736553,0.89727615637,1.0,1.0,1.0,4.0402164971
44,6,1,2,-1,4,1,3,-1,4.32456,4.32456,9.23771,13.8584,23.231,23.231,0.370401,0.332522,0.660945,0.47545,0.976612,0.950262,0.073305667531,0.9998,0.9513143235799999,1.0,0.7893,0.998826262877,3.7661923195
45,4,2,0,-1,3,2,-1,-1,5.52124,5.52124,11.2749,16.1685,16.1685,16.1685,0.69631,0.671605,0.846893,0.132267,0.135604,0.135604,0.27790000000000004,1.0,0.371,0.9958755551,0.9999862095100001,0.999986209512,2.6182838656
46,6,1,1,-1,-1,-1,-1,0,6.12595,6.12595,6.12595,6.12595,6.12595,11.4656,0.388309,0.392081,0.376786,0.328629,0.341548,0.969519,0.99591116089,1.0,0.99999873117,0.8386,0.9953000000000001,0.9999426524130001,2.7968721098
47,6,1,2,0,-1,4,1,3,4.32456,9.33853,9.33853,13.8584,18.4791,26.7355,0.368302,0.152054,0.14232,0.785864,0.868672,0.982786,0.011,0.9964999999999999,0.9761,0.9876254316099999,0.7254,1.0,3.299998152
48,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.592781,0.599692,0.603195,0.59725,0.589711,0.591082,1.0,0.1193,0.9239725754499999,1.0,1.0,1.0,3.5737108264
49,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.386372,0.979232,0.956518,0.988382,0.956518,0.912568,1.0,0.8462815402,1.0,1.0,1.0,1.0,5.1795895442
50,6,1,0,2,1,-1,-1,4,6.12595,9.33853,14.285,14.285,14.285,18.4791,0.112645,0.234947,0.878116,0.873486,0.882481,0.869112,0.4546,1.0,0.7122999999999999,0.355,1.0,0.9599,3.8507872055
51,6,1,1,-1,-1,-1,-1,0,6.12595,6.12595,6.12595,6.12595,6.12595,11.4656,0.390219,0.39269,0.392081,0.304675,0.39269,0.949085,0.1447966413,0.99968863868,1.0,0.7748999999999999,0.9996886386799999,0.9982,2.821439908
52,5,1,2,3,4,-1,0,-1,4.32456,14.8134,19.7265,19.7265,23.231,23.231,0.366404,0.317882,0.982786,0.993382,0.724851,0.766282,1.0,0.7989063171199999,1.0,1.0,0.9810000000000001,0.999981426934,4.1515860968
53,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.599335,0.542686,0.562144,0.582386,0.590728,0.592781,0.0636,1.0,0.9993041359999999,1.0,0.8359321371699999,1.0,3.4700601251
54,4,1,1,3,4,0,-1,-1,6.12595,16.2848,20.8722,24.7024,24.7024,24.7024,0.356011,0.191417,0.820817,0.986689,0.976236,0.982781,0.8785000000000001,0.5868,0.9765999999999999,1.0,1.0,1.0,4.3139516366
55,6,1,2,-1,3,0,1,4,4.32456,4.32456,14.8134,18.7111,22.5415,26.7355,0.36335,0.360745,0.287052,0.101934,0.955205,0.993821,1.0,0.2295279275,0.9397,0.9751389320899999,1.0,0.992222968475,3.0621074061
56,4,1,2,1,0,-1,-1,-1,4.32456,9.33853,14.285,14.285,14.285,14.285,0.328056,0.528642,0.961664,0.955893,0.977789,0.971882,0.326,1.0,0.6361,0.9929999999999999,1.0,1.0,4.7239263621
57,6,1,1,-1,-1,2,-1,3,6.12595,6.12595,6.12595,9.33853,9.33853,18.7111,0.394875,0.373547,0.392081,0.554185,0.56175,0.814782,0.06428898485199999,1.0,1.0,0.6951,1.0,0.999992599061,3.0912191702
58,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.381428,0.987991,0.954814,0.968647,0.974542,0.8717,0.2803,0.8441857173799999,1.0,1.0,1.0,1.0,5.1391221508
59,6,1,1,-1,0,4,2,-1,6.12595,6.12595,11.4656,15.6597,18.4791,18.4791,0.394875,0.376786,0.983902,0.987636,0.759686,0.806182,0.06428898485199999,0.9999987311699999,0.83291353116,1.0,1.0,0.999959239139,4.3090669414
60,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.362765,0.985711,0.987611,0.992245,0.969519,0.973042,0.95375002647,1.0,1.0,0.89042334077,0.9999426524099999,1.0,5.2708933858
61,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,15.6597,15.6597,0.36799,0.992245,0.983902,0.987134,0.955505,0.992881,0.3119,0.89042334077,0.83291353116,1.0,1.0,1.0,71.842168187
62,6,1,3,-1,-1,-1,-1,1,11.2751,11.2751,11.2751,11.2751,11.2751,16.2848,0.803766,0.734384,0.794377,0.771543,0.810859,0.299037,0.051000000000000004,0.9246,1.0,0.9586999999999999,0.45943947892,0.999992653968,4.2139654566
63,5,1,1,2,4,-1,3,-1,6.12595,9.33853,13.8584,13.8584,23.231,23.231,0.350998,0.555588,0.524577,0.528136,0.8775,0.985572,0.3385,0.1165,0.9999953265099999,1.0,1.0,1.0,3.8223715142
64,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.382036,0.988721,0.992031,0.988721,0.983333,0.956518,1.0,0.8117,0.8694738978500001,0.8117000000000001,0.8502000000000001,1.0,5.2913612198
65,5,1,1,2,0,3,-1,-1,6.12595,9.33853,14.285,22.5415,22.5415,22.5415,0.328629,0.555588,0.985521,0.880584,0.915305,0.880584,0.8386,0.1165,0.9965999999999999,0.98,1.0,0.98,4.5462124608
66,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,9.33853,14.285,22.5415,22.5415,22.5415,0.328629,0.555588,0.985521,0.880584,0.915305,0.880584,0.8386,0.1165,0.9965999999999999,0.98,1.0,0.98,4.5462124608
67,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,10.7133,15.6597,15.6597,15.6597,15.6597,0.666664,0.862414,0.989041,0.87598,0.976542,0.995504,0.057004297821,1.0,0.99907329946,0.9968999999999999,1.0,0.9999732602120001,79.051520112
68,5,1,0,1,4,3,-1,-1,6.12595,11.4656,15.6597,24.7024,24.7024,24.7024,0.125537,0.868177,0.973847,0.985402,0.955505,0.859175,0.022600000000000002,0.21500000000000002,1.0,0.9979,1.0,1.0,4.7676437337
69,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.381428,0.386372,0.971974,0.984136,0.992245,0.874652,0.2803,1.0,0.8766,1.0,0.89042334077,0.9857,4.5908074401
70,6,1,0,-1,3,1,-1,4,6.12595,6.12595,16.2848,20.5083,20.5083,24.7024,0.123395,0.107856,0.4651,0.829202,0.833344,0.973677,0.40769944348000003,0.44845452165,0.5504,0.62458938141,0.9999,0.999982869876,3.3325744383
71,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,10.7133,15.6597,15.6597,15.6597,15.6597,0.645994,0.883431,0.981128,0.99305,0.959292,0.982747,0.7832,0.35419999999999996,0.99753519757,1.0,0.998044674,0.9948,79.051520112
72,5,1,2,-1,-1,1,0,-1,4.32456,4.32456,4.32456,9.33853,14.285,14.285,0.332522,0.359315,0.348513,0.550516,0.971412,0.933483,0.9998,0.9950261772,0.3104,0.7319219779199999,0.9999,0.9668,3.4957603753
73,6,0,1,-1,-1,-1,-1,0,5.78631,5.78631,5.78631,5.78631,5.78631,13.8631,0.412148,0.39481,0.400484,0.382147,0.403889,0.305937,0.23447492153000002,0.9975659433299999,0.99975233799,1.0,0.30330966524889996,0.912148741165,2.2994147332
74,6,1,1,-1,0,4,2,-1,6.12595,6.12595,11.4656,15.6597,18.4791,18.4791,0.36799,0.370082,0.971974,0.991211,0.767905,0.768132,0.3119,0.9696588296399999,0.8766,1.0,1.0,0.9657,4.2372932755
75,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,11.4656,15.6597,18.4791,18.4791,0.36799,0.370082,0.971974,0.991211,0.767905,0.768132,0.3119,0.9696588296399999,0.8766,1.0,1.0,0.9657,4.2372932755
76,6,1,4,0,-1,-1,1,3,5.69944,10.7133,10.7133,10.7133,15.6597,24.7024,0.6679,0.217572,0.207378,0.254656,0.99555,0.99555,0.029120629064000002,0.8371256687099999,0.9959,0.9752696920699999,0.99999984409,1.0,3.3386066601
77,4,1,4,-1,1,2,-1,-1,5.69944,5.69944,10.7133,13.8584,13.8584,13.8584,0.655472,0.652182,0.89536,0.535233,0.535233,0.653108,0.91084031557,0.8326,0.9127010043299999,0.9932000000000001,0.9932000000000001,0.965906850007,3.9265874201
78,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,5.69944,10.7133,13.8584,13.8584,13.8584,0.655472,0.652182,0.89536,0.535233,0.535233,0.653108,0.91084031557,0.8326,0.9127010043299999,0.9932000000000001,0.9932000000000001,0.965906850007,3.9265874201
79,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,5.69944,10.7133,13.8584,13.8584,13.8584,0.655472,0.652182,0.89536,0.535233,0.535233,0.653108,0.91084031557,0.8326,0.9127010043299999,0.9932000000000001,0.9932000000000001,0.965906850007,3.9265874201
80,6,1,0,-1,3,-1,2,-1,6.12595,6.12595,16.2848,16.2848,18.7111,18.7111,0.107856,0.120281,0.497217,0.539165,0.175024,0.198634,0.44845452165,1.0,0.5639000000000001,0.6525,0.9349000000000001,0.999943440141,1.6381770052
81,4,1,2,-1,1,3,-1,-1,4.32456,4.32456,9.33853,18.7111,18.7111,18.7111,0.361181,0.372904,0.492386,0.857235,0.868402,0.856742,1.0,0.12033397384700001,1.0,0.4437,0.82328733199,1.0,3.8088498569
82,5,1,1,-1,0,3,-1,-1,6.12595,6.12595,11.4656,20.5083,20.5083,20.5083,0.386372,0.341548,0.988721,0.950904,0.938877,0.938753,1.0,0.9953,0.8117000000000001,1.0,1.0,0.927,4.5451750735
83,5,1,2,1,-1,0,-1,-1,4.32456,9.33853,9.33853,14.285,14.285,14.285,0.276504,0.532729,0.517152,0.975928,0.952347,0.933483,0.7518,0.1165,0.6351592186899999,0.39695050502499996,1.0,0.9668,4.1881429891
84,-1,-1,-1,-1,-1,-1,-1,-1,4.32456,9.33853,9.33853,14.285,14.285,14.285,0.276504,0.532729,0.517152,0.975928,0.952347,0.933483,0.7518,0.1165,0.6351592186899999,0.39695050502499996,1.0,0.9668,4.1881429891
85,6,1,0,-1,-1,-1,1,-1,6.12595,6.12595,6.12595,6.12595,11.4656,11.4656,0.123395,0.106514,0.117839,0.126104,0.848779,0.841818,0.40769944348000003,0.98671143185,0.99934288396,1.0,0.8029954395900001,1.0,2.1644485706
86,3,1,2,1,3,-1,-1,-1,4.32456,9.33853,18.7111,18.7111,18.7111,18.7111,0.332522,0.529231,0.866519,0.830665,0.860909,0.826086,0.9998,0.6137,0.7401,0.99914316996,0.7819455801999999,1.0,4.2459321233
87,5,1,0,-1,1,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.115695,0.115994,0.815159,0.827541,0.85624,0.822105,0.4290668332,0.9953716928399999,0.6582,0.9992000000000001,0.3208,1.0,3.5527343775
88,3,1,4,0,2,-1,-1,-1,5.69944,10.7133,13.8584,13.8584,13.8584,13.8584,0.658231,0.240222,0.760004,0.775085,0.775689,0.775189,0.94771387208,0.1259,0.3977,0.3658,1.0,0.999987352738,3.9844207507
89,4,1,4,-1,1,2,-1,-1,5.69944,5.69944,10.7133,13.8584,13.8584,13.8584,0.654214,0.654214,0.89536,0.620529,0.633461,0.651071,0.88067096253,0.88067096253,0.9127010043299999,0.86854204409,0.9022408239899999,0.934807471593,4.1088504448
90,6,1,2,0,3,1,-1,4,4.32456,9.33853,18.7111,22.5415,22.5415,26.7355,0.373355,0.154355,0.149538,0.944186,0.974818,0.997804,0.2099,0.7202,0.341726622527,1.0,1.0,1.0,3.5940563036
91,4,1,1,-1,2,4,-1,-1,6.12595,6.12595,9.33853,13.8584,13.8584,13.8584,0.396036,0.392081,0.556976,0.53505,0.499706,0.537889,0.019299999999999998,1.0,0.79603397441,1.0,0.9955,1.0,2.917737255
92,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,9.33853,13.8584,13.8584,13.8584,0.396036,0.392081,0.556976,0.53505,0.499706,0.537889,0.019299999999999998,1.0,0.79603397441,1.0,0.9955,1.0,2.917737255
93,1,0,1,-1,-1,-1,-1,-1,5.78631,5.78631,5.78631,5.78631,5.78631,5.78631,0.33851,0.370386,0.400053,0.39481,0.389317,0.370386,0.8964,0.942,0.36569999999999997,0.9975659433299999,0.9779,0.9420000000000001,2.263461929
94,4,1,4,-1,1,2,-1,-1,5.69944,5.69944,10.7133,13.8584,13.8584,13.8584,0.654334,0.629513,0.883431,0.644577,0.615805,0.647286,1.0,0.7571,0.35419999999999996,1.0,1.0,1.0,4.0749451962
95,6,1,3,2,-1,-1,-1,4,11.2751,14.8134,14.8134,14.8134,14.8134,19.7265,0.787622,0.315761,0.366071,0.366071,0.369186,0.983182,0.45994220888000004,0.8076,0.8868,0.8868,0.99998355445,1.0,3.1878934299
96,3,1,0,4,1,-1,-1,-1,6.12595,10.7133,15.6597,15.6597,15.6597,15.6597,0.0982827,0.151439,0.982169,0.988499,0.994607,0.982377,0.9604,0.5956,0.9794,0.9919079125299999,0.9988162728700001,1.0,4.1973734431
97,2,1,4,1,-1,-1,-1,-1,5.69944,10.7133,10.7133,10.7133,10.7133,10.7133,0.609086,0.887756,0.895782,0.871918,0.853533,0.89536,1.0,0.8014,1.0,1.0,0.9998762834299999,0.912701004325,5.013434565
98,6,1,0,4,1,-1,2,3,6.12595,10.7133,15.6597,15.6597,18.4791,26.7355,0.0732855,0.175361,0.958219,0.988829,0.872182,0.954177,0.4042,0.6594,0.9999703634899999,0.9792000000000001,1.0,0.992701607923,4.0220532028
99,4,1,3,1,4,0,-1,-1,11.2751,16.2848,20.8722,24.7024,24.7024,24.7024,0.806457,0.307101,0.831815,0.987636,0.991211,0.987637,0.38490283708,0.12447816535200001,0.45599999999999996,1.0,1.0,0.99998590727,4.9118570785
100,6,1,1,-1,4,-1,2,3,6.12595,6.12595,10.7133,10.7133,13.8584,23.231,0.392277,0.384085,0.869825,0.874069,0.437685,0.991934,0.2341,0.98479841207,0.74141437129,0.77525480872,0.9702,1.0,3.949875088
101,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390817,0.983902,0.974542,0.985811,0.914051,0.981777,0.108065956597,0.83291353116,1.0,1.0,1.0,1.0,5.2309006409
102,6,1,0,-1,-1,3,-1,1,6.12595,6.12595,6.12595,16.2848,16.2848,20.5083,0.115695,0.12313,0.107856,0.522538,0.528925,0.833344,0.4290668332,0.44958699941,0.44845452165,0.6986161973,0.6047,0.9999,2.2314890637
103,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,16.2848,16.2848,20.5083,0.115695,0.12313,0.107856,0.522538,0.528925,0.833344,0.4290668332,0.44958699941,0.44845452165,0.6986161973,0.6047,0.9999,2.2314890637
104,6,1,1,4,-1,2,0,3,6.12595,10.7133,10.7133,13.8584,18.4791,26.7355,0.362765,0.872177,0.869825,0.495959,0.875017,0.988286,0.95375002647,0.17770000000000002,0.74141437129,0.9992000000000001,0.46790350791,0.9993000000000001,4.4640298039
105,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,10.7133,10.7133,13.8584,18.4791,26.7355,0.362765,0.872177,0.869825,0.495959,0.875017,0.988286,0.95375002647,0.17770000000000002,0.74141437129,0.9992000000000001,0.46790350791,0.9993000000000001,4.4640298039
106,5,1,1,-1,0,4,2,-1,6.12595,6.12595,11.4656,15.6597,18.4791,18.4791,0.390219,0.376786,0.992245,0.99555,0.795518,0.768132,0.1447966413,0.9999987311699999,0.89042334077,1.0,1.0,0.9657,4.3184481809
107,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,10.7133,15.6597,15.6597,15.6597,15.6597,0.657206,0.898416,0.985167,0.960118,0.99305,0.981128,0.1527,0.95312103439,0.9975561400199999,1.0,1.0,0.997535197572,79.051520112
108,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,10.7133,15.6597,15.6597,15.6597,15.6597,0.657206,0.898416,0.985167,0.960118,0.99305,0.981128,0.1527,0.95312103439,0.9975561400199999,1.0,1.0,0.997535197572,79.051520112
109,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,5.69944,10.7133,15.6597,15.6597,15.6597,0.643862,0.646472,0.871918,0.985167,0.957314,0.976542,0.1952,1.0,1.0,0.9975561400199999,1.0,1.0,69.091262447
110,4,1,1,-1,0,3,-1,-1,6.12595,6.12595,11.4656,20.5083,20.5083,20.5083,0.392277,0.386926,0.983333,0.933842,0.870551,0.948689,0.2341,0.179234382948,0.8502000000000001,1.0,1.0,1.0,4.515619113
111,5,1,0,3,1,4,-1,-1,6.12595,16.2848,20.5083,24.7024,24.7024,24.7024,0.118406,0.539165,0.849382,0.987336,0.976836,0.943005,0.0476,0.6525,1.0,0.48474358531,1.0,1.0,4.4141307852
